id,name,age,salary,department
1925,wbhZhmWdFq,46,90922,Engineering
1926,HEXISYiXvD,60,109600,HR
1927,ifNGQzGvuu,49,30847,Sales
1928,DIVPprFHoq,22,100532,Support
1929,emtxJenwau,44,45840,HR
1930,VRnpQtDjfQ,24,75551,Marketing
1931,wkCjvhqILQ,31,79073,Support
1932,ZrmtWlTgey,24,103732,HR
1933,FtoseeriWc,29,92126,Support
1934,SlcNMMsbRI,46,62599,Marketing
1935,FHOQwUGvpj,60,72827,Marketing
1936,QCtkyifrlY,40,88230,Sales
1937,nJQRKJEJap,58,70433,Engineering
1938,CFGyXsrTIV,35,113672,Engineering
1939,uxHaizeXbq,56,89965,Support
1940, KHikMJvjn,24,99630,Sales
1941,zprTOqiwxw,24,88702,Sales
1942,zZIwVJhRgC,43,114371,Support
1943,OIqfNCKeII,52,70847,Sales
1944,zexTXB ZMX,49,114635,Engineering
1945,IGrAsiqCgr,43,102880,HR
1946,oDkKXPreba,33,30636,Engineering
1947,THnlHhKRuh,52,76630,Engineering
1948,hZopCpFBsQ,36,104003,Support
1949,vQHSkSPkge,49,42727,HR
1950,fPjWgQxzkl,36,107078,Engineering
1951,STbShnqjGU,27,111078,Engineering
1952,TgF aYram ,52,47958,Marketing
1953,LylfQNZFJI,29,77103,Marketing
1954, AzHpnOccX,52,51778,HR
1955,icicRqsCIo,22,56598,Marketing
1956,sSFee aPrc,39,108656,Engineering
1957,OPzOKPLqyb,57,41458,Support
1958,XzbvnkrZwQ,33,66235,HR
1959,EKeWXiKZua,34,46244,Marketing
1960,KmNzEpbAyS,32,46449,Sales
1961,hRlANbuxvG,32,99290,Marketing
1962,EyuLMCHmEC,27,90550,Engineering
1963,QrmyZWUBPy,53,61378,Engineering
1964,OMeIoakgYO,49,84933,Support
1965,oCdvekTWWH,49,66364,Support
1966,XdQecbuJQt,35,117447,HR
1967,NVjYMvSOAZ,34,46881,Support
1968,hcxbnCVbRE,40,43574,HR
1969,LWfgNgXEaW,47,119809,Sales
1970,JGCShOGChK,54,95666,HR
1971,LggntYvsfA,39,86952,Marketing
1972,AFtyjE ybz,49,69867,Engineering
1973,wdCVKmStIL,42,101661,Marketing
1974,juGPIyYXAO,58,66058,Marketing
1975,bpiuPgsUDe,40,88673,Sales
1976,HgNncGaJKk,42,92407,Sales
1977,IlQdGTSwpu,41,67112,Sales
1978,OCFhtVnYTs,30,69248,Marketing
1979,LZanzRextB,50,71174,Support
1980,yHJEtnJZVI,54,105834,Sales
1981,AtjYRmIlrK,57,62496,HR
1982,MeGiJTwsKr,31,37878,Marketing
1983,HBiVUAZkSW,44,31941,Support
1984,MybzOhyCxP,41,80624,Marketing
1985,oOwurYazLe,56,79267,Sales
1986,Q aEItcLdP,25,101408,Sales
1987,edAtCOAhJA,38,36488,Support
1988,WPStteNMAV,39,47111,Sales
1989,PIKUGqVtda,26,115110,Engineering
1990,jPPHGbyGRP,53,31900,Sales
1991,Nx SrHfHbh,44,95200,Marketing
1992, Uqvaodgrx,38,63219,Sales
1993,pdgHodvTjw,26,77213,Engineering
1994,EvuoypWJtm,54,66996,Engineering
1995,OrMLeyaUnG,59,112035,Engineering
1996,pRcKorXQAb,50,67478,Engineering
1997,WyzxsZaFe ,41,89736,Support
1998,hKCKcFDTaF,42,81940,Engineering
1999,MydiRuyLAT,57,82546,Support
2000,EfUHbjsAxI,38,57905,Sales
